date,order_id,product,category,quantity,price,region,customer_type,payment_method,total_sale,discount_percent,shipping_cost
2024-09-19,ORD000163,Phone,Electronics,5,999,North,VIP,Bank Transfer,4995,5.0,10
2024-09-19,ORD000258,Watch,Accessories,3,1299,West,Returning,PayPal,3897,0.0,5
2024-09-24,ORD000162,Laptop,Electronics,2,999,North,Returning,PayPal,1998,5.0,10
2024-09-25,ORD000403,Watch,Wearables,2,899,West,Returning,PayPal,1798,5.0,5
2024-09-25,ORD000555,Tablet,Electronics,8,999,South,New,PayPal,7992,0.0,5
2024-09-25,ORD000537,Laptop,Wearables,9,899,West,VIP,Bank Transfer,8091,5.0,5
2024-09-27,ORD000388,Headphones,Wearables,8,149,East,Returning,Bank Transfer,1192,5.0,15
2024-09-29,ORD000197,Tablet,Accessories,4,149,South,Returning,Credit Card,596,15.0,5
2024-09-29,ORD000587,Phone,Wearables,3,149,South,Returning,Bank Transfer,447,0.0,10
2024-09-29,ORD000406,Headphones,Wearables,2,999,West,VIP,Bank Transfer,1998,0.0,5
2024-09-30,ORD000339,Camera,Wearables,9,899,South,New,Bank Transfer,8091,5.0,0
2024-10-01,ORD000227,Laptop,Wearables,4,999,South,VIP,PayPal,3996,10.0,15
2024-10-01,ORD000282,Watch,Accessories,2,999,South,VIP,Credit Card,1998,10.0,10
2024-10-01,ORD000152,Laptop,Electronics,2,299,North,VIP,Bank Transfer,598,20.0,999
2024-10-02,ORD000230,Watch,Wearables,2,699,East,Returning,PayPal,1398,5.0,999
2024-10-02,ORD000401,Camera,Wearables,5,999,East,New,Debit Card,4995,15.0,10
2024-10-03,ORD000191,Tablet,Accessories,7,899,West,VIP,PayPal,6293,0.0,5
2024-10-04,ORD000118,Headphones,Accessories,9,1299,East,VIP,Bank Transfer,11691,5.0,10
2024-10-07,ORD000146,Headphones,Accessories,1,1299,North,Returning,Debit Card,1299,5.0,10
2024-10-08,ORD000043,Headphones,Wearables,5,899,South,VIP,Bank Transfer,4495,15.0,15
2024-10-09,ORD000639,Watch,Wearables,5,699,West,Returning,Debit Card,3495,0.0,5
2024-10-09,ORD000093,Camera,Electronics,2,699,North,VIP,PayPal,1398,0.0,15
2024-10-09,ORD000562,Headphones,Accessories,3,149,East,Returning,Bank Transfer,447,0.0,5
2024-10-10,ORD000168,Tablet,Electronics,5,149,South,VIP,PayPal,745,10.0,999
2024-10-13,ORD000244,Camera,Electronics,9,1299,South,Returning,Debit Card,11691,0.0,999
2024-10-14,ORD000551,Headphones,Electronics,2,299,North,New,Credit Card,598,0.0,15
2024-10-14,ORD000585,Camera,Electronics,4,299,West,Returning,PayPal,1196,20.0,5
2024-10-15,ORD000358,Tablet,Accessories,8,999,South,New,PayPal,7992,,5
2024-10-16,ORD000135,Headphones,Accessories,8,699,South,New,Credit Card,5592,5.0,0
2024-10-17,ORD000419,Tablet,Accessories,4,999,South,VIP,Credit Card,3996,5.0,10
2024-10-17,ORD000385,Laptop,Electronics,9,149,South,Returning,Credit Card,1341,0.0,5
2024-10-17,ORD000627,Tablet,Wearables,3,1299,North,Returning,PayPal,3897,20.0,15
2024-10-18,ORD000392,Watch,Accessories,9,899,South,New,PayPal,8091,0.0,5
2024-10-18,ORD000567,Headphones,Wearables,7,899,North,Returning,PayPal,6293,5.0,15
2024-10-19,ORD000542,Camera,Accessories,5,149,East,Returning,Bank Transfer,745,10.0,10
2024-10-20,ORD000251,Laptop,Electronics,3,999,North,Returning,PayPal,2997,15.0,10
2024-10-20,ORD000443,Watch,Wearables,6,1299,North,New,Credit Card,7794,0.0,15
2024-10-20,ORD000302,Headphones,Wearables,7,1299,East,New,Credit Card,9093,5.0,10
2024-10-20,ORD000391,Camera,Electronics,4,1299,South,New,Debit Card,5196,15.0,5
2024-10-20,ORD000613,Headphones,Wearables,7,149,East,VIP,Debit Card,1043,5.0,10
2024-10-21,ORD000589,Headphones,Wearables,8,999,North,VIP,Bank Transfer,7992,5.0,5
2024-10-21,ORD000220,Watch,Electronics,8,1299,East,VIP,Debit Card,10392,0.0,999
2024-10-23,ORD000018,Tablet,Wearables,1,899,South,New,Debit Card,899,0.0,0
2024-10-24,ORD000338,Headphones,Wearables,2,699,East,New,PayPal,1398,0.0,5
2024-10-24,ORD000495,Tablet,Accessories,8,299,South,Returning,Debit Card,2392,10.0,10
2024-10-25,ORD000454,Camera,Accessories,5,299,East,New,Debit Card,1495,,10
2024-10-25,ORD000494,Watch,Electronics,7,149,East,VIP,Debit Card,1043,0.0,5
2024-10-25,ORD000172,Watch,Accessories,9,149,West,VIP,Credit Card,1341,0.0,10
2024-10-25,ORD000005,Phone,Wearables,7,999,South,Returning,Credit Card,6993,10.0,0
2024-10-26,ORD000364,Laptop,Electronics,5,999,South,Returning,Bank Transfer,4995,10.0,999
2024-10-29,ORD000633,Laptop,Wearables,4,299,East,Returning,Bank Transfer,1196,20.0,10
2024-10-31,ORD000390,Laptop,Accessories,2,899,South,Returning,Credit Card,1798,0.0,999
2024-10-31,ORD000288,Phone,Wearables,2,899,West,New,Debit Card,1798,0.0,5
