customer_id,age,gender,satisfaction_score,nps_score,product_quality,customer_service,delivery_speed,value_for_money,would_recommend,purchase_frequency,total_purchases
CUST00759,23,Other,3,6.0,3,1,1,1,Maybe,Rarely,10
CUST00760,18,Other,5,9.0,4,2,4,4,Yes,Daily,21
CUST00761,21,Prefer not to say,5,0.0,5,1,2,5,Maybe,Monthly,29
CUST00762,28,Female,2,9.0,3,4,3,4,No,Weekly,32
CUST00763,61,Other,2,4.0,1,4,2,4,No,Weekly,10
CUST00764,43,Prefer not to say,1,8.0,3,5,5,2,Yes,Quarterly,13
CUST00765,54,Prefer not to say,3,2.0,5,2,1,4,Yes,Weekly,47
CUST00766,40,Male,1,8.0,2,3,5,2,No,Rarely,23
CUST00767,46,Prefer not to say,1,4.0,5,2,3,5,Maybe,Weekly,23
CUST00768,38,Other,3,8.0,2,1,3,5,Maybe,Weekly,31
CUST00769,65,Male,2,9.0,2,4,3,2,Yes,Weekly,4
CUST00770,62,Female,3,5.0,2,1,3,1,Yes,Monthly,49
CUST00771,62,Female,4,8.0,3,5,2,5,No,Quarterly,3
CUST00772,66,Other,4,6.0,1,4,3,1,No,Daily,21
CUST00773,44,Other,4,6.0,3,3,3,5,Yes,Quarterly,2
CUST00774,56,Male,5,7.0,1,4,2,5,No,Rarely,4
CUST00775,57,Male,2,6.0,5,2,3,3,Yes,Monthly,1
CUST00776,30,Other,2,8.0,4,2,5,4,Yes,Monthly,15
CUST00777,40,Other,5,10.0,5,4,5,4,Maybe,Weekly,33
CUST00778,33,Female,1,8.0,3,5,4,1,Yes,Weekly,6
CUST00779,47,Female,4,5.0,3,2,5,4,No,Rarely,7
CUST00780,21,Female,4,6.0,1,2,1,1,Maybe,Monthly,19
CUST00781,57,Other,1,1.0,3,3,1,5,Maybe,Daily,44
CUST00782,33,Prefer not to say,3,8.0,2,4,1,3,No,Quarterly,1
CUST00783,48,Other,3,0.0,3,2,2,3,No,Monthly,39
CUST00784,70,Other,2,0.0,1,5,5,5,No,Daily,19
CUST00785,59,Female,5,2.0,1,1,1,2,Yes,Daily,45
CUST00786,42,Other,2,5.0,2,4,4,2,Maybe,Quarterly,26
CUST00787,61,Male,3,4.0,1,3,2,4,Yes,Daily,44
CUST00788,29,Other,1,1.0,4,2,4,1,Yes,Rarely,12
CUST00789,43,Other,2,8.0,5,5,5,3,Yes,Daily,22
CUST00790,54,Other,4,9.0,3,4,3,4,Yes,Rarely,13
CUST00791,65,Other,4,3.0,4,5,4,5,Maybe,Daily,28
CUST00792,50,Prefer not to say,1,3.0,3,5,3,3,Maybe,Weekly,14
CUST00793,45,Other,3,4.0,4,3,2,1,Yes,Daily,22
CUST00794,26,Male,4,7.0,3,4,4,1,No,Rarely,30
CUST00795,29,Male,4,9.0,2,2,4,2,Maybe,Daily,44
CUST00796,22,Other,5,3.0,1,3,2,4,Yes,Daily,20
CUST00797,71,Female,2,4.0,1,2,2,5,No,Daily,44
CUST00798,69,Prefer not to say,3,3.0,2,1,1,3,No,Rarely,27
CUST00799,71,Other,2,5.0,4,5,5,1,Yes,Daily,38
CUST00800,45,Other,3,2.0,5,1,4,3,Maybe,Quarterly,42
